id,category,old_file,hu_title,en_title,kresz_code,wiki_file,status
veszely_rakpartmeredekpartj,Warning,veszely_rakpartmeredekpartj.jpg,"Rakpart, meredek part jobbról!",Quayside or river bank on left!,A-012,Hungary road sign A-012.svg,wikimedia
veszely_szabadoneloallatok,Warning,veszely_szabadoneloallatok.jpg,Szabadon élő állatok!,Wild animals!,A-024,Hungary road sign A-024.svg,wikimedia
veszely_szembejovoforgalom,Warning,veszely_szembejovoforgalom.jpg,Szembejövő forgalom!,Two way traffic!,A-037,Hungary road sign A-037.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal1,Warning,veszely_utkeresztezodesalarendeltuttal1.jpg,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.",Crossroads!,A-028,Hungary road sign A-028.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal2,Warning,veszely_utkeresztezodesalarendeltuttal2.jpg,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.",Side road at left!,A-029,Hungary road sign A-029.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal3,Warning,veszely_utkeresztezodesalarendeltuttal3.jpg,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.",Side road at right!,A-030,Hungary road sign A-030.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal4,Warning,veszely_utkeresztezodesalarendeltuttal4.jpg,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.",Traffic merges on the left!,A-031,Hungary road sign A-031.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal5,Warning,veszely_utkeresztezodesalarendeltuttal5.jpg,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.",Traffic merges on the right!,A-032,Hungary road sign A-032.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal6,Warning,veszely_utkeresztezodesalarendeltuttal6.jpg,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.",Traffic merges on the left!,A-033,Hungary road sign A-033.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal7,Warning,veszely_utkeresztezodesalarendeltuttal7.jpg,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.",Traffic merges on the right!,A-034,Hungary road sign A-034.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal8,Warning,veszely_utkeresztezodesalarendeltuttal8.jpg,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.",Traffic merges on the left and right!,A-035,Hungary road sign A-035.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal9,Warning,veszely_utkeresztezodesalarendeltuttal9.jpg,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.",Traffic merges on the left and right!,A-036,Hungary road sign A-036.svg,wikimedia
veszely_utkeresztezodesalarendeltuttal10,Warning,veszely_utkeresztezodesalarendeltuttal10.png,"Útkereszteződés alárendelt úttal! Az útszakasz olyan útkereszteződéssen vezet át, ahol a járműnek elsőbsége van a keresztező úton érkező járművekkel szemben.","Traffic merges, side road right!",,,original
veszely_utonfolyomunkak,Warning,veszely_utonfolyomunkak.jpg,Úton folyó munkák!,"Roadworks or an obstruction in the carriageway ahead, may be used of any type of works!",A-025,Hungary road sign A-025.svg,wikimedia
veszely_utszukuletb,Warning,veszely_utszukuletb.png,Útszűkület balról!,Road narrows on left!,A-008,Hungary road sign A-008.svg,wikimedia
veszely_utszukuletj,Warning,veszely_utszukuletj.png,Útszűkület jobbról!,Road narrows on right!,A-009,Hungary road sign A-009.svg,wikimedia
veszely_utszukuletjb,Warning,veszely_utszukuletjb.png,Útszűkület jobbról és balról!,Road narrows on both sides!,A-007,Hungary road sign A-007.svg,wikimedia
veszely_utzar,Warning,veszely_utzar.jpg,Útzár!,Barriers! Closed to traffic!,A-015,Hungary road sign A-015.svg,wikimedia
veszely_vasutiatjaroelojelzo1,Warning,veszely_vasutiatjaroelojelzo1.jpg,Vasúti átkelő előrejelző I!,Countdown marker I may be provided on the approach to a crossing!,A-045,Hungary road sign A-045.svg,wikimedia
veszely_vasutiatjaroelojelzo2,Warning,veszely_vasutiatjaroelojelzo2.jpg,Vasúti átkelő előrejelző II!,Countdown marker II may be provided on the approach to a crossing!,A-047,Hungary road sign A-047.svg,wikimedia
veszely_vasutiatjaroelojelzo3,Warning,veszely_vasutiatjaroelojelzo3.jpg,Vasúti átkelő előrejelző III!,Countdown marker III may be provided on the approach to a crossing!,A-049,Hungary road sign A-049.svg,wikimedia
veszely_vasutiatjarokezdete1,Warning,veszely_vasutiatjarokezdete1.jpg,Vasúti átkelő kezdete!,Level crossing!,A-041,Hungary road sign A-041.svg,wikimedia
veszely_vasutiatjarokezdete1a,Warning,veszely_vasutiatjarokezdete1a.jpg,Vasúti átkelő kezdete!,Level crossing!,,,original
veszely_vasutiatjarokezdete2,Warning,veszely_vasutiatjarokezdete2.jpg,Vasúti átkelő kezdete!,Level crossing! Double track!,A-042,Hungary road sign A-042.svg,wikimedia
veszely_vasutiatjarokezdete2a,Warning,veszely_vasutiatjarokezdete2a.jpg,Vasúti átkelő kezdete!,Level crossing! Double track!,,,original
veszely_vasutiatkelosorompo,Warning,veszely_vasutiatkelosorompo.jpg,Vasúti átkelő sorompóval!,Level crossing with barrier!,A-038,Hungary road sign A-038.svg,wikimedia
veszely_vasutiatkelofenysorompoval,Warning,veszely_vasutiatkelofenysorompoval.png,Vasúti átkelő fénysorompóval,Level crossing with light signal!,,,original
veszely_vasutiatkelojelzoorrel,Warning,veszely_vasutiatkelojelzoorrel.png,Vasúti átkelő jelzőőrrel,Level crossing with signalman!,,,original
veszely_vasutiatkelosoromponelkul,Warning,veszely_vasutiatkelosoromponelkul.jpg,Vasúti átkelő sorompó nélkül!,Level crossing wirhout barrier!,A-039,Hungary road sign A-039.svg,wikimedia
veszely_veszelyesutkanyarulatbal,Warning,veszely_veszelyesutkanyarulatbal.jpg,Veszélyes útkanyarulat balra!,Bend to left!,A-001,Hungary road sign A-001.svg,wikimedia
veszely_veszelyesutkanyarulatbal100,Warning,veszely_veszelyesutkanyarulatbal100.png,Veszélyes útkanyarulat balra a kiegészítő táblán jeelzett távolság után!,Bend to lrft after showed distance!,,,original
veszely_veszelyesutkanyarulatjobb,Warning,veszely_veszelyesutkanyarulatjobb.jpg,Veszélyes útkanyarulat jobbra!,Bend to right!,A-002,Hungary road sign A-002.svg,wikimedia
veszely_veszelyesutkanyarulatokbaljobb,Warning,veszely_veszelyesutkanyarulatokbaljobb.jpg,Veszélyes útkanyarulat balra és jobbra!,Bend to left and right!,A-003,Hungary road sign A-003.svg,wikimedia
veszely_veszelyesutkanyarulatokjobbbal,Warning,veszely_veszelyesutkanyarulatokjobbbal.jpg,Veszélyes útkanyarulat jobbra és balra!,Bend to right and left!,A-004,Hungary road sign A-004.svg,wikimedia
veszely_villamos,Warning,veszely_villamos.jpg,Villamos!,Warrning of trams crossing the road ahead!,A-040,Hungary road sign A-040.svg,wikimedia
veszely_fenysorompo_szabad,Warning,veszely_fenysorompo_szabad.png,Fénysorompó villogó fehér fényjelzése szabad áthaladás jelzése,"Level crossing light signal is flashing white, it means allows traffic!",,,original
veszely_fenysorompo_tilos,Warning,veszely_fenysorompo_tilos.png,Felváltva villogó piros fényjelzés tilos az áthaladás!,"Level crossing light signal alternatelly flashing red, it means prohibits any traffic!",,,original
veszely_fenysorompo_uzemenkivul,Warning,veszely_fenysorompo_uzemenkivul.png,"Fénysorompó sötét, műszaki meghibásodás, kötelező megállás!","Level crossing light signal no illumination at all it means, malfunction, forced stop!",,,original
veszely_jelzoorrelbiztositottatkelo,Warning,veszely_jelzoorrelbiztositottatkelo.png,"A tábla jelzőőrrel biztosított helyet jelöl, ami lehet vasúti átkelőhely is!",Level crossing with signalman!,,,original
veszely_fenysorompovalbiztositottatkelo,Warning,veszely_fenysorompovalbiztositottatkelo.png,A tábla félsorompóval és fénysorompóval biztosított vasúti átkelőhelyet jelöl,Level crossing with half barrier and light signals!,,,original
kulonleges_gyalogosatkelohely,Information,kulonleges_gyalogosatkelohely.jpg,Kijelölt gyalogosátkelő hely,Designated pedestrian crossing,E-038,Hungary road sign E-038.svg,wikimedia
tajekoztato_gyalogosalulvagyfeluljaro,Information,tajekoztato_gyalogosalulvagyfeluljaro.jpg,Gyalogos alul vagy felüljáró,Stepped entrance to a subway or stepped approach to a footbridge,G-305,Hungary road sign G-305.svg,wikimedia
tajekoztato_alagutkezdete,Information,tajekoztato_alagutkezdete.jpg,Alagút kezdete,Begin of tunel,G-002,,original
tajekoztato_alagutvege,Information,tajekoztato_alagutvege.jpg,Alagút vége,End of tunel,,,original
kulonleges_egyiranyuforgalmuut1,Information,kulonleges_egyiranyuforgalmuut1.jpg,Egyirányú forgalmi út,One-way traffic in the direction shown,E-012,Hungary road sign E-012.svg,wikimedia
kulonleges_egyiranyuforgalmuut2,Information,kulonleges_egyiranyuforgalmuut2.jpg,Egyirányú forgalmi út,One-way traffic in the direction shown,E-013,Hungary road sign E-013.svg,wikimedia
tajekoztato_egyiranyuforgaluutkivevebusz,Information,tajekoztato_egyiranyuforgaluutkivevebusz.png,Egyirányú forgalmu út kivéve busz (busz jöhet szembe),One way route except for busses,,,original
tajekoztato_egyiranyuforgalmuutkivevekerekpar,Information,tajekoztato_egyiranyuforgalmuutkivevekerekpar.png,Egyirányú forgalmu út kivéve kerékpár (kerékpár jöhet szembe),One way route except for pedal cycles,,,original
tajekoztato_zsakutca,Information,tajekoztato_zsakutca.jpg,Zsákutca,Dead end. No through road for vehicular traffic.,G-301,Hungary road sign G-301.svg,wikimedia
tajekoztato_zsakutcakerekparostovabbhaladasilehetoseggel,Information,tajekoztato_zsakutcakerekparostovabbhaladasilehetoseggel.jpg,Zsákutca kerékpáros továbbhaladási lehetőséggel,Dead end except for pedal cycles,G-302,Hungary road sign G-302.svg,wikimedia
kulonleges_lakopihenoovezet,Information,kulonleges_lakopihenoovezet.jpg,Lakó pihenő övezet,Entrance to a Home Zone,E-043,Hungary road sign E-043.svg,wikimedia
kulonleges_lakopihenoovezetvege,Information,kulonleges_lakopihenoovezetvege.jpg,Lakó pihenő övezet,Home Zone ends,E-044,Hungary road sign E-044.svg,wikimedia
kulonleges_autobuszmegallohely,Information,kulonleges_autobuszmegallohely.jpg,Autóbusz megállóhely,Buss station,E-039,Hungary road sign E-039.svg,wikimedia
kulonleges_trolibuszmegallohely,Information,kulonleges_trolibuszmegallohely.jpg,Trolibusz megállóhely,Trolleybus stop,E-040,Hungary road sign E-040.svg,wikimedia
kulonleges_villamosmegallohely,Information,kulonleges_villamosmegallohely.jpg,Villamosmegállóhely,Tram station,E-041,Hungary road sign E-041.svg,wikimedia
kulonleges_taxiallomas,Information,kulonleges_taxiallomas.jpg,Taxiállomás,Taxi stand,E-042,Hungary road sign E-042.svg,wikimedia
kulonleges_parkolo,Information,kulonleges_parkolo.jpg,Parkoló,Parking lot,E-046,Hungary road sign E-046.svg,wikimedia
kulonleges_mozgaskorlatozottakvarakozohelye,Information,kulonleges_mozgaskorlatozottakvarakozohelye.jpg,Várakozóhely mozgáskorlátozottakat szállító járművek részére fenntartott várakozóhelyet,Parking place disabled badge holders only,E-054,Hungary road sign E-054.svg,wikimedia
kulonleges_parkolomozgasserultekreszere,Information,kulonleges_parkolomozgasserultekreszere.png,Várakozóhely mozgáskorlátozottakat szállító járművek részére fenntartott várakozóhelyet,"Parking place, disabled badge holders only shown on additional plate",,,original
tajekoztato_parkolokerekparosoknak,Information,tajekoztato_parkolokerekparosoknak.jpg,Várakozóhely kerékpárosok részére,Parking place for pedal cycles,,,original
tajekoztato_parkolokerekparosoknak1,Information,tajekoztato_parkolokerekparosoknak1.jpg,Várakozóhely kerékpárosok részére,Parking place for pedal cycles,,,original
tajekoztato_parkoloparkolaskotelezomodja,Information,tajekoztato_parkoloparkolaskotelezomodja.jpg,Várakozóhely a kiegészítő tábla a parkolás kötelező módját szemlélteti,"Parking place. The additional plate demonstrate how, Vehicles may be parked partially on the verge or footway.",,,original
tajekoztato_parkoloparkometer,Information,tajekoztato_parkoloparkometer.jpg,"Várakozóhely Ahol a várakozást ellenőrző óra van, kiegészítő tábla  jelezheti azt az időszakot, amelyben a várakozást ellenőrző óra (parkométer) vagy jegykiadó automata működtetése kötelező, vagy a kiegészítő tábla jelezheti azt is, hogy várakozni csak meghatározott időtartamig bekezdésében foglaltak megtartásával szabad",Parking place where the duration of parking controlled by parking meter only the time range shown on the additional plate,,,original
tajekoztato_parkoloparkoloora,Information,tajekoztato_parkoloparkoloora.jpg,"Várakozóhely Ahol jelzőtábla meghatározott időtartamú várakozást enged a várakozás megkezdésének időpontját a járművön - gépkocsi esetében a jármű szélvédő üvege mögött - elhelyezett tárcsán jelezni kell. A tárcsa jelzését a jármű eltávozása nélkül megváltoztatni tilos. Várakozást ellenőrző óránál munkanapon 8 és 18 óra, szombaton 8 és 14 óra között - ha pedig jelzőtábla ettől eltérő időszakot jelöl meg, ebben az időszakban - csak az óra működtetésével és legfeljebb az órával jelzett időtartamig szabad várakozni. Lejárt órát a jármű eltávozása nélkül ismételten működésbe hozni tilos.",Parking place where the parking duration limited which shown on the additional plate.,,,original
kulonleges_parkolasiovezet,Information,kulonleges_parkolasiovezet.jpg,Parkolási övezet,parking zone,E-034,Hungary road sign E-034.svg,wikimedia
kulonleges_parkolasiovezetvege,Information,kulonleges_parkolasiovezetvege.jpg,Parkolási övezet vége,End of parking zone,E-035,Hungary road sign E-035.svg,wikimedia
tajekoztato_kerekparsav,Information,tajekoztato_kerekparsav.png,Kerékpársáv,Pedal cycle lane,E-008,Hungary road sign E-008.svg,wikimedia
tajekoztato_kerekparsavvege,Information,tajekoztato_kerekparsavvege.jpg,Kerékpársáv vége,End of pedal cycle lane,E-009,Hungary road sign E-009.svg,wikimedia
tajekoztato_autobuszforgalmisav,Information,tajekoztato_autobuszforgalmisav.jpg,Autóbusz forgalmi sáv,Buss lane,E-006,Hungary road sign E-006.svg,wikimedia
tajekoztato_kerekparosalltalhasznalhatoautobuszforgalmisav,Information,tajekoztato_kerekparosalltalhasznalhatoautobuszforgalmisav.png,Kerékpáros álltal is használható autóbusz forgalmi sáv,Buss lane which may use for pedal cycles too,E-005,Hungary road sign E-005.svg,wikimedia
tajekoztato_kapaszkodosav,Information,tajekoztato_kapaszkodosav.jpg,Kapaszkodósáv,Climbing lane,,,original
tajekoztato_kapaszkodosavvege,Information,tajekoztato_kapaszkodosavvege.jpg,Kapaszkodósáv vége,End of climbing lane,,,original
tajekoztato_bufe,Information,tajekoztato_bufe.jpg,Büfé,Buffet,F-007,Hungary road sign F-007.svg,wikimedia
tajekoztato_elsosegelyhely,Information,tajekoztato_elsosegelyhely.jpg,Elsősegélyhely,Emergency place,F-001,Hungary road sign F-001.svg,wikimedia
tajekoztato_etterem,Information,tajekoztato_etterem.jpg,Étterem,Restaurant,F-006,Hungary road sign F-006.svg,wikimedia
tajekoztato_furdohely,Information,tajekoztato_furdohely.jpg,Fürdőhely,Spas,F-015,Hungary road sign F-015.svg,wikimedia
tajekoztato_gyalogutakturistakiindulasipont,Information,tajekoztato_gyalogutakturistakiindulasipont.jpg,Gyalogutak túristautak kiindulási pontja,Footpaths starting point for hiking trips,F-008,Hungary road sign F-008.svg,wikimedia
tajekoztato_hajoallomas,Information,tajekoztato_hajoallomas.jpg,Hajóállomás,Ship station,F-018,Hungary road sign F-018.svg,wikimedia
tajekoztato_idegenforgalmiinfo,Information,tajekoztato_idegenforgalmiinfo.jpg,Idegenforgalmi információ,Tourism informations,F-021,Hungary road sign F-021.svg,wikimedia
tajekoztato_turistainformacio,Information,tajekoztato_turistainformacio.png,Túrista információ,Tourist information,,,original
tajekoztato_ifjusagiszallas,Information,tajekoztato_ifjusagiszallas.jpg,Ifjusági szállás,Youth hostel,F-012,Hungary road sign F-012.svg,wikimedia
tajekoztato_internethozzaferes,Information,tajekoztato_internethozzaferes.jpg,Internet hozzáférés,Internet access,F-037,Hungary road sign F-037.svg,wikimedia
tajekoztato_iranytablabalra,Information,tajekoztato_iranytablabalra.jpg,Iránytábla balra,Direction signal left,F-022,Hungary road sign F-022.svg,wikimedia
tajekoztato_iranytablabalra1,Information,tajekoztato_iranytablabalra1.jpg,Iránytábla balra,Direction signal left,F-024,Hungary road sign F-024.svg,wikimedia
tajekoztato_iranytablajobbra,Information,tajekoztato_iranytablajobbra.jpg,Iránytábla jobbra,Direction signal right,F-023,Hungary road sign F-023.svg,wikimedia
tajekoztato_iranytablajobbra1,Information,tajekoztato_iranytablajobbra1.jpg,Iránytábla jobbra,Direction signal right,F-025,Hungary road sign F-025.svg,wikimedia
tajekoztato_kozlekedesiinforadio,Information,tajekoztato_kozlekedesiinforadio.jpg,közlekedési információt sugározó rádió,"Radio, traffic information broadcast",F-013,Hungary road sign F-013.svg,wikimedia
tajekoztato_lakokocsinakkijeloltthely,Information,tajekoztato_lakokocsinakkijeloltthely.png,Lakókocsi részére kijelölt hely,Selected for caravan site,F-010,Hungary road sign F-010.svg,wikimedia
tajekoztato_arboretumnemzetipark,Information,tajekoztato_arboretumnemzetipark.png,Arborétum nemzeti park,National Park Arboretum,I-005,Hungary road sign I-005.svg,wikimedia
tajekoztato_muszakisegelyhely,Information,tajekoztato_muszakisegelyhely.jpg,Műszaki segélyhely,Service station,F-002,Hungary road sign F-002.svg,wikimedia
tajekoztato_nyilvanoswc,Information,tajekoztato_nyilvanoswc.jpg,Nyilvános illemhely WC,Public toilets WC,F-014,Hungary road sign F-014.svg,wikimedia
tajekoztato_nyithatohid,Information,tajekoztato_nyithatohid.jpg,nyitható híd,Bridge opening,F-029,Hungary road sign F-029.svg,wikimedia
tajekoztato_repuloter,Information,tajekoztato_repuloter.jpg,Repülőtér,Airport,F-020,Hungary road sign F-020.svg,wikimedia
tajekoztato_szalloda,Information,tajekoztato_szalloda.jpg,Szálloda,Hotel,F-005,Hungary road sign F-005.svg,wikimedia
tajekoztato_taborozasrakijelolthely,Information,tajekoztato_taborozasrakijelolthely.jpg,Táborozásra kijelölt hely,Selected for camping,F-009,Hungary road sign F-009.svg,wikimedia
tajekoztato_taborozasralakokocsivalkijelolthely,Information,tajekoztato_taborozasralakokocsivalkijelolthely.jpg,Táborozásra kijelölt hely lakókocsival,Selected for camping with caravan,F-011,Hungary road sign F-011.svg,wikimedia
tajekoztato_tavbeszeloallomas,Information,tajekoztato_tavbeszeloallomas.jpg,Távbeszélő állomás,Payphones,F-003,Hungary road sign F-003.svg,wikimedia
tajekoztato_terelotabla,Information,tajekoztato_terelotabla.jpg,Terelőtábla,Baffle plate,,,original
tajekoztato_terelout,Information,tajekoztato_terelout.png,Terelőút,Detour,,,original
tajekoztato_uzemanyagtoltoallomas,Information,tajekoztato_uzemanyagtoltoallomas.jpg,Üzemanyagtöltő állomás,Fuel station,F-004,Hungary road sign F-004.svg,wikimedia
tajekoztato_uzemanyagtoltoallomasolommentes,Information,tajekoztato_uzemanyagtoltoallomasolommentes.jpg,Üzemanyagtöltő állomás ólommentes üzemanyaggal,Fuel station with unleaded fuel,F-016,Hungary road sign F-016.svg,wikimedia
tajekoztato_uzemanyagtoltoallomasolommentesgaz,Information,tajekoztato_uzemanyagtoltoallomasolommentesgaz.jpg,Üzemanyagtöltő állomás ólommentes üzemanyaggal és gáz töltése,Fuel station with unleaded fuel and gas,F-017,Hungary road sign F-017.svg,wikimedia
tajekoztato_vasutallomas,Information,tajekoztato_vasutallomas.jpg,Vasútállomás,Railway station,F-019,Hungary road sign F-019.svg,wikimedia
tajekoztato_kikeruloutirany,Information,tajekoztato_kikeruloutirany.png,Kikerülő útirány,Bypass route,,,original
tajekoztato_kikeruloutiranysuly,Information,tajekoztato_kikeruloutiranysuly.png,Kikerülő útirány,Bypass route,,,original
tajekoztato_maganut,Information,tajekoztato_maganut.png,Magánút! A tábla azt jelzi hogy az útszakasz a közforgalomtól el van zárva!,Private road! It means this road closed to public traffic!,H-078,Hungary road sign H-078.svg,wikimedia
tajekoztato_utiranyelorejelzotabla,Information,tajekoztato_utiranyelorejelzotabla.png,Útirány előrejelző tábla,Junction ahead between two primary road,,,original
tajekoztato_utiranyjelzotabla,Information,tajekoztato_utiranyjelzotabla.png,Útirányjelző tábla,Junction ahead between two non primary road,,,original
tajekoztato_utiranyjelzotablaz,Information,tajekoztato_utiranyjelzotablaz.png,Útirányjelző tábla,Road directional signs,,,original
tajekoztato_utiranyjelzotablaz300,Information,tajekoztato_utiranyjelzotablaz300.png,Útirányjelző tábla,Road directional signs,,,original
tajekoztato_utiranyjelzotablavas,Information,tajekoztato_utiranyjelzotablavas.png,Útirányjelző tábla,Junction ahead to right with level crossing with barrier,,,original
tajekoztato_helynevtabla,Information,tajekoztato_helynevtabla.png,"Helynévtábla, jelentősebb hely nevét tünteti fel pl. folyó, város","Place Name Badges, major location name indicates such as River City",,,original
tajekoztato_muzeum,Information,tajekoztato_muzeum.jpg,Múzeum,Museum,I-026,Hungary road sign I-026.svg,wikimedia
tajekoztato_ivoviz,Information,tajekoztato_ivoviz.jpg,Ivóvíz,Drinking water,I-045,Hungary road sign I-045.svg,wikimedia
tajekoztato_muemlek,Information,tajekoztato_muemlek.png,Műemlék,Monument,,,original
tajekoztato_utvonalmegerositotabla,Information,tajekoztato_utvonalmegerositotabla.jpg,Útvonalmegerősítő tábla,Route Confirmation panel,,,original
tajekoztato_utvonalmegerositotablahn,Information,tajekoztato_utvonalmegerositotablahn.png,Útvonalmegerősítő tábla,Route Confirmation panel,,,original
tajekoztato_sielesrealkalmashely,Information,tajekoztato_sielesrealkalmashely.jpg,Sielésre kijelölt hely,Selected place for skiing,,,original
kulonleges_besorolasirend3,Information,kulonleges_besorolasirend3.jpg,Besorolási rend,Showing Arrangement of traffic lanes appropriate lanes for turning movements at junction ahead,,,original
kulonleges_forgalmisavoklegkisebbsebessege,Information,kulonleges_forgalmisavoklegkisebbsebessege.jpg,Forgalmi sávok legkisebb sebessége,Minimum speed of traffic lane,,,original
kulonleges_gyalogosovezetvege,Information,kulonleges_gyalogosovezetvege.jpg,Gyalogosövezet vége,End of pedestrian zone,,,original
kulonleges_kerekparoskozvetlenkapcsolat,Information,kulonleges_kerekparoskozvetlenkapcsolat.jpg,Kerékpárossal való közvetlen kapcsolat,A sign may be used to direct cyclists to a signal-controlled crossing,,,original
kulonleges_kiegeszitosavkezdete50,Information,kulonleges_kiegeszitosavkezdete50.jpg,Kiegészítő sáv kezdete,"Traffic lane divide ahead, on right begin the additional traffic lane",,,original
kulonleges_kiegeszitosavvege50,Information,kulonleges_kiegeszitosavvege50.jpg,Kiegészítő sáv vége,End of additional traffic lane,,,original
kulonleges_korhaz,Information,kulonleges_korhaz.jpg,Kórház,Hospital,E-045,Hungary road sign E-045.svg,wikimedia
kulonleges_varakozasiengedely,Information,kulonleges_varakozasiengedely.png,Várakozási engedély,"Waiting permission such as doctors, nurses etc.",,,original
kulonleges_korlatozottvarakozasiovezet,Information,kulonleges_korlatozottvarakozasiovezet.jpg,Korlátozott várakozási övezet,No stopping zone,E-026,Hungary road sign E-026.svg,wikimedia
kulonleges_korlatozottvarakozasiovezetvege,Information,kulonleges_korlatozottvarakozasiovezetvege.jpg,Korlátozott várakozási övezet vége,End of no stopping zone,E-027,Hungary road sign E-027.svg,wikimedia
kulonleges_lakotteruletkezdete,Information,kulonleges_lakotteruletkezdete.jpg,Lakotterület kezdete,"Built-up Area beginning. Signs indicating county, town or village boundaries.",E-020,Hungary road sign E-020.svg,wikimedia
kulonleges_lakotteruletkezdete1,Information,kulonleges_lakotteruletkezdete1.jpg,Lakotterület kezdete,"Built-up Area beginning. Signs indicating county, town or village boundaries.",E-022,Hungary road sign E-022.svg,wikimedia
kulonleges_lakotteruletkezdete2,Information,kulonleges_lakotteruletkezdete2.jpg,Lakotterület kezdete,"Built-up Area beginning. Signs indicating county, town or village boundaries.",E-024,Hungary road sign E-024.svg,wikimedia
kulonleges_lakotteruletvege,Information,kulonleges_lakotteruletvege.jpg,Lakotterület vége,End of built-up Area,E-021,Hungary road sign E-021.svg,wikimedia
kulonleges_lakotteruletvege1,Information,kulonleges_lakotteruletvege1.jpg,Lakotterület vége,End of built-up Area,E-023,Hungary road sign E-023.svg,wikimedia
kulonleges_lakotteruletvege2,Information,kulonleges_lakotteruletvege2.jpg,Lakotterület vége,End of built-up Area,E-025,Hungary road sign E-025.svg,wikimedia
kulonleges_parkoljesutazz,Information,kulonleges_parkoljesutazz.jpg,Parkolj és utazz,Park and ride,E-053,Hungary road sign E-053.svg,wikimedia
kulonleges_parkoljesutazzautobusszal,Information,kulonleges_parkoljesutazzautobusszal.jpg,Parkolj és utazz autóbusszal,Park and ride with bus,,,original
kulonleges_parkoljesutazzmetroval,Information,kulonleges_parkoljesutazzmetroval.jpg,Parkolj és utazz metróval,Park and ride with metro,,,original
kulonleges_parkoljesutazztrolibusszal,Information,kulonleges_parkoljesutazztrolibusszal.jpg,Parkolj és utazz trolibusszal,Park and ride with trolleybus,,,original
kulonleges_parkoljesutazzvillamossal,Information,kulonleges_parkoljesutazzvillamossal.jpg,Parkolj és utazz villamossal,Park and ride with tram,,,original
kulonleges_parkoloamegjeloltjarmunek,Information,kulonleges_parkoloamegjeloltjarmunek.jpg,parkoló a megjelölt járműveknek,Parking lot for the vehicles which shown,,,original
kulonleges_parkoloelorejelzes,Information,kulonleges_parkoloelorejelzes.jpg,Parkoló előrejelzése,Distance to place of Park and ride,,,original
kulonleges_parkolohaz,Information,kulonleges_parkolohaz.jpg,Parkolóház,Parking hause,E-049,Hungary road sign E-049.svg,wikimedia
kulonleges_utmelettikerekparut,Information,kulonleges_utmelettikerekparut.jpg,Út meletti kerékpárút,Pedal cycle lane on right side of the route.,E-051,Hungary road sign E-051.svg,wikimedia
kulonleges_utmelettikerekparutkezdete,Information,kulonleges_utmelettikerekparutkezdete.jpg,Út meletti kerékpárút kezdete,"Traffic lane divide ahead, on right begin of pedal cycles lane",E-050,Hungary road sign E-050.svg,wikimedia
kulonleges_utmelettikerekparutvege,Information,kulonleges_utmelettikerekparutvege.jpg,Út meletti kerékpárút vége,Right side of the route  end of pedal cycle lane,E-052,Hungary road sign E-052.svg,wikimedia
kiegeszito_balesetveszely,Additional,kiegeszito_balesetveszely.jpg,Balesetveszély,"Danger, possible accident",H-034,Hungary road sign H-034.svg,wikimedia
kiegeszito_dijfizetes,Additional,kiegeszito_dijfizetes.jpg,Díjfizetés,Toll road,,,original
kiegeszito_dijfizetesikotelezettseg,Additional,kiegeszito_dijfizetesikotelezettseg.jpg,Díjfizetési kötelezettség,"Toll road, Matrica/Vignette, Video control",H-053,Hungary road sign H-053.svg,wikimedia
kiegeszito_elszallitas,Additional,kiegeszito_elszallitas.jpg,Jármű elszállítása,Vehicle removal,H-048,Hungary road sign H-048.svg,wikimedia
kiegeszito_esozes,Additional,kiegeszito_esozes.jpg,Esőzés! Fokozott veszélyre utal!,Rain! Indicate an increased risk of accident,H-027,Hungary road sign H-027.svg,wikimedia
